"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE"
"201500002160893",11/10/2015  02:05,,"LARCENY-THEFT","19XX W CACTUS RD","85029","GAS / SERVICE STATION"
"201500002246770",11/10/2015  03:30,,"LARCENY-THEFT","164XX N 43RD AVE","85053","SCHOOL-ELEMENTARY/SECONDARY"
"201500002360333",11/10/2015  03:30,11/11/2015  17:00,"LARCENY-THEFT","32XX W INDIAN SCHOOL RD","85017","APARTMENT"
"201500002161437",11/10/2015  03:30,,"BURGLARY","52XX W BASELINE RD","85339","RESTAURANT"
"201500002161054",11/10/2015  04:05,11/10/2015  07:13,"LARCENY-THEFT","34XX W DUNLAP AVE","85051","GROCERY / SUPER MARKET"
"201580008434",11/10/2015  04:43,,"LARCENY-THEFT","48XX N 83RD AVE","85033","GROCERY / SUPER MARKET"
"201580008399",11/10/2015  05:00,,"LARCENY-THEFT","73XX W ELLIS ST","85339","DRIVEWAY"
"201500002164997",11/10/2015  05:15,11/10/2015  15:00,"BURGLARY","53XX W HUBBELL ST","85035","SINGLE FAMILY HOUSE"
"201500002161162",11/10/2015  05:27,11/10/2015  05:30,"BURGLARY","51XX W BASELINE RD","85339","DEPARTMENT / DISCOUNT STORE"
"201500002162489",11/10/2015  05:30,11/10/2015  06:30,"BURGLARY","24XX E BASELINE RD","85042","PARKING LOT"
"201500002161633",11/10/2015  06:00,11/10/2015  08:05,"BURGLARY","18XX W ORANGEWOOD AVE","85021","SINGLE FAMILY HOUSE"
"201500002179200",11/10/2015  06:00,11/10/2015  20:00,"LARCENY-THEFT","26XX W BURGESS LN","85041","SINGLE FAMILY HOUSE"
"201500002167080",11/10/2015  06:00,11/10/2015  22:15,"LARCENY-THEFT","44XX S 18TH PL","85040","APARTMENT"
"201500002165469",11/10/2015  06:30,11/10/2015  16:20,"BURGLARY","39XX W LAS PALMARITAS DR","85051","SINGLE FAMILY HOUSE"
"201500002177893",11/10/2015  06:30,11/10/2015  23:00,"LARCENY-THEFT","11XX N 16TH ST","85006","APARTMENT"
"201500002164550",11/10/2015  06:30,11/10/2015  16:00,"BURGLARY","24XX W POINSETTIA DR","85029","SINGLE FAMILY HOUSE"
"201500002161458",11/10/2015  06:30,,"BURGLARY","29XX W SWEETWATER AVE","85029","APARTMENT"
"201500002161310",11/10/2015  06:44,,"LARCENY-THEFT","16XX E CAMELBACK RD","85016","CONVENIENCE MARKET / STORE"
"201500002166969",11/10/2015  06:50,11/10/2015  21:30,"BURGLARY","22XX W DEVONSHIRE AVE","85015","SINGLE FAMILY HOUSE"
"201500002165775",11/10/2015  07:00,11/10/2015  18:30,"BURGLARY","37XX N 34TH ST","85018","SINGLE FAMILY HOUSE"
"201500002164087",11/10/2015  07:00,11/10/2015  07:30,"BURGLARY","48XX E EARLL DR","85018","SINGLE FAMILY HOUSE"
"201500002176365",11/10/2015  07:00,11/12/2015  13:00,"BURGLARY","316XX N 47TH TER","85331","SINGLE FAMILY HOUSE"
"201500002163776",11/10/2015  07:00,11/10/2015  14:10,"BURGLARY","41XX W LAS PALMARITAS DR","85051","SINGLE FAMILY HOUSE"
"201500002161836",11/10/2015  07:55,11/10/2015  07:55,"LARCENY-THEFT","27XX W COLTER ST","85017","APARTMENT"
"201500002161763",11/10/2015  07:55,11/10/2015  07:55,"DRUG OFFENSE","26XX W UNION HILLS DR","85027","HOTEL / MOTEL"
"201500002161800",11/10/2015  07:55,11/10/2015  08:30,"BURGLARY","70XX W MCDOWELL RD","85043","APARTMENT"
"201500002177841",11/10/2015  08:00,11/12/2015  15:00,"MOTOR VEHICLE THEFT","53XX N 27TH AVE","85017","GARAGE"
"201500002164871",11/10/2015  08:10,11/10/2015  16:30,"BURGLARY","37XX W DENTON LN","85019","SINGLE FAMILY HOUSE"
"201500002165573",11/10/2015  08:30,11/10/2015  09:00,"BURGLARY","64XX E SHARON DR","85254","SINGLE FAMILY HOUSE"
"201500002161803",11/10/2015  08:37,11/10/2015  08:38,"LARCENY-THEFT","61XX N 35TH AVE","85017","RETAIL BUSINESS"
"201500002161850",11/10/2015  08:49,11/10/2015  08:49,"BURGLARY","18XX E ILLINI ST","85040","SINGLE FAMILY HOUSE"
"201500002161915",11/10/2015  08:57,11/10/2015  08:57,"MOTOR VEHICLE THEFT","18XX W AVALON DR","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002165691",11/10/2015  09:00,11/10/2015  17:00,"LARCENY-THEFT","26XX N 36TH ST","85008","APARTMENT"
"201500002162981",11/10/2015  09:00,11/10/2015  09:40,"LARCENY-THEFT","68XX S 40TH PL","85042","SINGLE FAMILY HOUSE"
"201500002289221",11/10/2015  09:00,11/30/2015  11:00,"MOTOR VEHICLE THEFT","73XX W COOLIDGE ST","85033","SINGLE FAMILY HOUSE"
"201500002162136",11/10/2015  09:35,11/10/2015  09:37,"LARCENY-THEFT","34XX W DUNLAP AVE","85051","RETAIL BUSINESS"
"201500001991485",11/10/2015  09:50,11/10/2015  09:50,"MOTOR VEHICLE THEFT","38XX S 20TH ST","85040","FENCED COMMERCIAL YARD"
"201500002162233",11/10/2015  09:55,,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002165134",11/10/2015  09:57,11/10/2015  10:00,"BURGLARY","28XX W FOOTHILL DR","85027","OFFICE / COMMERCIAL BUILDING"
"201500002162317",11/10/2015  10:05,11/10/2015  10:14,"ROBBERY","19XX E OSBORN RD","85016","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002164719",11/10/2015  10:30,11/10/2015  15:00,"LARCENY-THEFT","118XX N 19TH AVE","85029","VEHICLE"
"201510000016673",11/10/2015  10:30,11/10/2015  15:08,"BURGLARY","25XX E KAREN DR","85032","SINGLE FAMILY HOUSE"
"201510000016821",,11/10/2015  10:40,"MOTOR VEHICLE THEFT","36XX E MCDOWELL RD","85008",
"201500002166720",11/10/2015  11:00,11/10/2015  19:00,"MOTOR VEHICLE THEFT","42XX E JICARILLA ST","85044","SINGLE FAMILY HOUSE"
"201500002164676",11/10/2015  11:15,11/10/2015  16:00,"BURGLARY","4XX E MARCONI AVE","85022","SINGLE FAMILY HOUSE"
"201500002162695",11/10/2015  11:16,,"LARCENY-THEFT","27XX W THUNDERBIRD RD","85053","RETAIL BUSINESS"
"201500002162804",11/10/2015  11:40,11/10/2015  11:40,"LARCENY-THEFT","10XX W HATCHER RD","85021","CONVENIENCE MARKET / STORE"
"201500002163047",11/10/2015  12:00,11/10/2015  12:15,"MOTOR VEHICLE THEFT","164XX N 23RD AVE","85023","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002163175",11/10/2015  12:00,11/10/2015  14:00,"DRUG OFFENSE","38XX W MISSOURI AVE","85019","SCHOOL-ELEMENTARY/SECONDARY"
"201500002166593",11/10/2015  12:00,11/10/2015  17:00,"BURGLARY","20XX N 38TH PL","85008","SINGLE FAMILY HOUSE"
"201500002165325",11/10/2015  12:00,11/10/2015  13:00,"BURGLARY","156XX N 25TH AVE","85023","APARTMENT"
"201500002168501",11/10/2015  12:00,11/10/2015  14:52,"BURGLARY","15XX W PEORIA AVE","85021","APARTMENT"
"201500002166852",11/10/2015  12:00,11/10/2015  21:00,"LARCENY-THEFT","20XX W BETHANY HOME RD","85015","PARKING GARAGE"
"201500002163087",11/10/2015  12:15,11/10/2015  12:27,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002163017",11/10/2015  12:17,11/10/2015  12:17,"LARCENY-THEFT","10XX W HATCHER RD","85021","CONVENIENCE MARKET / STORE"
"201500002163037",11/10/2015  12:18,,"ROBBERY","N 2ND AVE & W FILLMORE ST","85003","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002163043",11/10/2015  12:22,,"LARCENY-THEFT","16XX E SOUTHERN AVE","85042","DEPARTMENT / DISCOUNT STORE"
"201500002163506",11/10/2015  12:30,11/10/2015  12:40,"LARCENY-THEFT","8XX W TONTO ST","85007","APARTMENT"
"201500002163075",11/10/2015  12:30,,"DRUG OFFENSE","11XX E THOMAS RD","85006","SCHOOL-ELEMENTARY/SECONDARY"
"201500002163546",11/10/2015  12:30,11/10/2015  13:50,"MOTOR VEHICLE THEFT","76XX N 12TH PL","85020","STREET / ROADWAY / ALLEY / SIDEWALK"
"201510000016881",11/10/2015  12:40,11/10/2015  12:50,"DRUG OFFENSE","38XX W MISSOURI AVE","85019","SCHOOL-ELEMENTARY/SECONDARY"
"201500002163850",11/10/2015  12:45,11/10/2015  14:30,"BURGLARY","75XX W WOOD ST","85043","SINGLE FAMILY HOUSE"
"201500002163170",11/10/2015  12:58,,"DRUG OFFENSE","E CAMELBACK RD & N 24TH ST","85016","BUS STOP"
"201500002165269",11/10/2015  13:00,11/10/2015  16:30,"MOTOR VEHICLE THEFT","25XX N 51ST AVE","85035","APARTMENT"
"201500002163579",11/10/2015  13:00,11/10/2015  13:30,"BURGLARY","32XX W FILLMORE ST","85009","SINGLE FAMILY HOUSE"
"201500002163370",11/10/2015  13:22,,"ROBBERY","2XX E ALTA VISTA RD","85042","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002163443",11/10/2015  13:30,11/10/2015  13:35,"AGGRAVATED ASSAULT","45XX W HASAN DR","85339","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002208768",11/10/2015  13:30,11/10/2015  14:00,"LARCENY-THEFT","40XX N 9TH ST","85014","CONDO / TOWNHOUSE"
"201500002163323",11/10/2015  13:35,11/10/2015  13:37,"AGGRAVATED ASSAULT","20XX W BUTLER DR","85021","APARTMENT"
"201500002163485",11/10/2015  13:38,,"BURGLARY","102XX W CHIPMAN RD","85353","SINGLE FAMILY HOUSE"
"201500002163721",11/10/2015  13:42,11/10/2015  14:17,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002243944",11/10/2015  14:00,11/11/2015  00:55,"BURGLARY","72XX N 34TH AVE","85051","APARTMENT"
"201500002163663",11/10/2015  14:11,,"LARCENY-THEFT","7XX W CAMELBACK RD","85013","RESTAURANT"
"201500002163767",11/10/2015  14:27,,"DRUG OFFENSE","N 37TH AVE & W SHANGRI LA RD","85029","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002168656",11/10/2015  14:30,11/10/2015  17:30,"BURGLARY","94XX N 1ST AVE","85021","SINGLE FAMILY HOUSE"
"201500002168772",11/10/2015  14:30,11/10/2015  16:30,"LARCENY-THEFT","37XX W CARTER RD","85041","SINGLE FAMILY HOUSE"
"201500002164583",11/10/2015  14:30,11/10/2015  15:00,"LARCENY-THEFT","3XX W COCOPAH ST","85003","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002163806",11/10/2015  14:31,11/10/2015  14:31,"DRUG OFFENSE","28XX E MCDOWELL RD","85008","SCHOOL-ELEMENTARY/SECONDARY"
"201500002207583",11/10/2015  14:40,11/16/2015  16:30,"BURGLARY","184XX N 35TH AVE","85053","OFFICE / COMMERCIAL BUILDING"
"201510000016712",11/10/2015  14:47,,"AGGRAVATED ASSAULT","94XX W JAMESTOWN RD","85037","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002164207",11/10/2015  14:50,,"LARCENY-THEFT","34XX W THUNDERBIRD RD","85029","GROCERY / SUPER MARKET"
"201500002165559",11/10/2015  15:00,11/10/2015  16:30,"BURGLARY","32XX W RUTH AVE","85051","SINGLE FAMILY HOUSE"
"201500002164166",11/10/2015  15:08,11/10/2015  15:16,"LARCENY-THEFT","216XX N 35TH AVE","85308","RETAIL BUSINESS"
"201500002164259",11/10/2015  15:11,11/10/2015  15:21,"LARCENY-THEFT","57XX N 19TH AVE","85015","RETAIL BUSINESS"
"201500002164395",11/10/2015  15:19,11/10/2015  15:40,"LARCENY-THEFT","5XX E BASELINE RD","85042","PARKING LOT"
"201500002170452",11/10/2015  15:33,11/10/2015  15:33,"LARCENY-THEFT","28XX W VAN BUREN ST","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002166444",11/10/2015  15:45,11/10/2015  17:30,"RAPE","52XX W ENCANTO BLVD","85035","APARTMENT"
"201500002164590",11/10/2015  15:45,11/10/2015  16:10,"LARCENY-THEFT","7XX N 16TH ST","85006","RETAIL BUSINESS"
"201500002164448",11/10/2015  15:50,11/10/2015  15:51,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002254332",11/10/2015  16:00,11/24/2015  11:00,"BURGLARY","30XX W YORKSHIRE DR","85027","APARTMENT"
"201500002175987",11/10/2015  16:00,11/12/2015  12:00,"BURGLARY","38XX W GRANT ST","85009","SINGLE FAMILY HOUSE"
"201500002168145",11/10/2015  16:00,11/11/2015  07:00,"MOTOR VEHICLE THEFT","85XX N 22ND AVE","85021","APARTMENT"
"201500002165203",11/10/2015  16:30,11/10/2015  17:00,"BURGLARY","23XX W DEVONSHIRE AVE","85015","APARTMENT"
"201500002168217",11/10/2015  16:30,11/11/2015  07:30,"LARCENY-THEFT","3XX E CORONADO RD","85004","OFFICE / COMMERCIAL BUILDING"
"201580008422",11/10/2015  16:30,11/10/2015  16:50,"LARCENY-THEFT","51XX W INDIAN SCHOOL RD","85031","GROCERY / SUPER MARKET"
"201580008445",11/10/2015  16:30,11/10/2015  17:00,"LARCENY-THEFT","6XX E ROOSEVELT ST","85004","APARTMENT"
"201500002164834",11/10/2015  16:39,,"DRUG OFFENSE","9XX E INDIAN SCHOOL RD","85014","PARKING LOT"
"201500002164933",11/10/2015  16:53,,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","DEPARTMENT / DISCOUNT STORE"
"201500002169740",11/10/2015  17:00,11/11/2015  08:00,"BURGLARY","42XX W BUTLER DR","85051","SINGLE FAMILY HOUSE"
"201600000488064",11/10/2015  17:00,11/11/2015  08:00,"MOTOR VEHICLE THEFT","45XX E UNIVERSITY DR","85040","FENCED COMMERCIAL YARD"
"201500002225873",11/10/2015  17:00,11/20/2015  06:55,"LARCENY-THEFT","46XX N 99TH DR","85037","SINGLE FAMILY HOUSE"
"201500002165120",11/10/2015  17:00,,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002260148",11/10/2015  17:00,11/25/2015  08:00,"BURGLARY","44XX W MITCHELL DR","85031","SINGLE FAMILY HOUSE"
"201510000016861",11/10/2015  17:30,11/11/2015  09:20,"BURGLARY","20XX N CENTRAL AVE","85003","OFFICE / COMMERCIAL BUILDING"
"201500002165386",11/10/2015  17:45,11/10/2015  17:45,"LARCENY-THEFT","8XX E GLENDALE AVE","85020","GROCERY / SUPER MARKET"
"201500002165494",11/10/2015  18:00,,"AGGRAVATED ASSAULT","102XX N 32ND LN","85051","APARTMENT"
"201500002168120",11/10/2015  18:00,11/11/2015  07:00,"LARCENY-THEFT","16XX N 56TH AVE","85035","SINGLE FAMILY HOUSE"
"201500002166047",11/10/2015  18:00,11/10/2015  18:30,"BURGLARY","134XX N 44TH ST","85032","APARTMENT"
"201500002172690",11/10/2015  18:00,11/11/2015  20:00,"MOTOR VEHICLE THEFT","106XX S 48TH ST","85044","APARTMENT"
"201500002168111",11/10/2015  18:00,11/11/2015  07:00,"LARCENY-THEFT","46XX N 7TH ST","85014","OFFICE / COMMERCIAL BUILDING"
"201500002205358",11/10/2015  18:00,11/14/2015  20:00,"LARCENY-THEFT","208XX N 27TH AVE","85027","APARTMENT"
"201500002168827",11/10/2015  18:00,11/11/2015  10:00,"MOTOR VEHICLE THEFT","36XX N BLACK CANYON AC","85015","APARTMENT"
"201500002165538",11/10/2015  18:02,,"LARCENY-THEFT","E INDIAN SCHOOL RD & N 16TH ST","85016","BUS"
"201510000016703",11/10/2015  18:03,11/10/2015  18:03,"DRUG OFFENSE","44XX E GLENHAVEN DR","85048","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002170530",11/10/2015  18:07,11/11/2015  15:06,"BURGLARY","13XX W THOMAS RD","85007","SINGLE FAMILY HOUSE"
"201500002166246",11/10/2015  18:20,11/10/2015  19:45,"LARCENY-THEFT","48XX E CHANDLER BLVD","85044","VEHICLE"
"201500002165769",11/10/2015  18:35,,"AGGRAVATED ASSAULT","146XX S MOUNTAIN PKWY","85044","APARTMENT"
"201500002166502",11/10/2015  18:39,11/10/2015  20:35,"LARCENY-THEFT","3XX E BELL RD","85022","OTHER"
"201500002165898",11/10/2015  18:44,,"LARCENY-THEFT","20XX W VAN BUREN ST","85009","CONVENIENCE MARKET / STORE"
"201500002166126",11/10/2015  18:45,11/10/2015  18:45,"BURGLARY","42XX N LONGVIEW AVE","85014","APARTMENT"
"201500002165814",11/10/2015  18:50,,"ROBBERY","25XX W GLENROSA AVE","85017","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002165877",11/10/2015  18:59,,"LARCENY-THEFT","66XX W VAN BUREN ST","85043","CONVENIENCE MARKET / STORE"
"201500002167929",11/10/2015  19:00,11/11/2015  05:15,"MOTOR VEHICLE THEFT","19XX N 43RD AVE","85035","APARTMENT"
"201500002165981",11/10/2015  19:00,,"LARCENY-THEFT","71XX N 19TH AVE","85021","APARTMENT"
"201500002166478",11/10/2015  19:00,11/10/2015  19:30,"LARCENY-THEFT","16XX E ROOSEVELT ST","85006","GROCERY / SUPER MARKET"
"201500002165891",11/10/2015  19:00,11/10/2015  19:00,"ROBBERY","20XX N 75TH AVE","85035","RETAIL BUSINESS"
"201500002168147",11/10/2015  19:00,11/11/2015  05:00,"LARCENY-THEFT","26XX E BERYL AVE","85028","FENCED RESIDENTIAL YARD"
"201500002168898",11/10/2015  19:00,11/11/2015  09:00,"LARCENY-THEFT","96XX N 16TH AVE","85021","CARPORT"
"201580008441",11/10/2015  19:00,,"LARCENY-THEFT","75XX W LOWER BUCKEYE RD","85043","GROCERY / SUPER MARKET"
"201500002168760",11/10/2015  19:00,11/11/2015  09:00,"MOTOR VEHICLE THEFT","25XX W ROESER RD","85041","SINGLE FAMILY HOUSE"
"201500002168589",11/10/2015  19:00,11/11/2015  06:45,"MOTOR VEHICLE THEFT","182XX N 25TH AVE","85023","PARKING LOT"
"201500002166200",11/10/2015  19:14,,"LARCENY-THEFT","24XX E BASELINE RD","85042","SPECIALTY STORE"
"201500002166009",11/10/2015  19:19,,"BURGLARY","76XX N 20TH ST","85020","SINGLE FAMILY HOUSE"
"201500002166194",11/10/2015  19:20,11/10/2015  19:30,"LARCENY-THEFT","7XX W CAMELBACK RD","85013","RETAIL BUSINESS"
"201500002166059",11/10/2015  19:34,,"AGGRAVATED ASSAULT","61XX W MCDOWELL RD","85043","APARTMENT"
"201500002169020",11/10/2015  19:40,11/11/2015  10:52,"LARCENY-THEFT","128XX N TATUM BLVD","85032","RETAIL BUSINESS"
"201500002168720",11/10/2015  19:40,,"LARCENY-THEFT","28XX E INDIAN SCHOOL RD","85016","SPECIALTY STORE"
"201500002166843",11/10/2015  19:50,11/10/2015  21:50,"BURGLARY","31XX W CHERYL DR","85051","APARTMENT"
"201500002168459",11/10/2015  20:00,11/11/2015  08:30,"MOTOR VEHICLE THEFT","82XX W INDIAN SCHOOL RD","85033","PARKING LOT"
"201500002166883",11/10/2015  20:00,11/10/2015  20:03,"LARCENY-THEFT","7XX E UNION HILLS DR","85022","RESTAURANT"
"201500002168309",11/10/2015  20:00,11/11/2015  08:00,"MOTOR VEHICLE THEFT","55XX W MCDOWELL RD","85043","APARTMENT"
"201500002169613",11/10/2015  20:30,11/11/2015  12:30,"LARCENY-THEFT","114XX N 28TH DR","85029","APARTMENT"
"201500002168080",11/10/2015  20:30,11/10/2015  22:00,"MOTOR VEHICLE THEFT","26XX W DURANGO ST","85009","FENCED COMMERCIAL YARD"
"201500002166519",11/10/2015  20:45,,"AGGRAVATED ASSAULT","43XX W MCDOWELL RD","85035","FAST FOOD STORE"
"201500002175223",11/10/2015  20:58,11/10/2015  21:01,"LARCENY-THEFT","225XX N AVIANO WAY","85050","PARKING LOT"
"201500002167189",11/10/2015  21:00,11/10/2015  21:15,"BURGLARY","23XX W GLENROSA AVE","85015","APARTMENT"
"201500002168209",11/10/2015  21:00,11/11/2015  07:30,"LARCENY-THEFT","45XX S 14TH ST","85040","VEHICLE"
"201500002168384",11/10/2015  21:00,11/11/2015  08:30,"MOTOR VEHICLE THEFT","39XX W MCDOWELL RD","85009","APARTMENT"
"201500002169718",11/10/2015  21:00,11/11/2015  12:22,"LARCENY-THEFT","29XX S 72ND LN","85043","SINGLE FAMILY HOUSE"
"201500002169174",11/10/2015  21:00,11/11/2015  07:15,"LARCENY-THEFT","23XX W DUNLAP AVE","85021","APARTMENT"
"201500002168225",11/10/2015  21:00,11/11/2015  07:30,"LARCENY-THEFT","31XX N 43RD DR","85031","SINGLE FAMILY HOUSE"
"201500002167008",11/10/2015  21:15,11/10/2015  22:00,"BURGLARY","2XX W ST CHARLES AVE","85041","SINGLE FAMILY HOUSE"
"201500002166845",11/10/2015  21:45,11/10/2015  21:50,"DRUG OFFENSE","198XX N 27TH AVE","85027","PARKING LOT"
"201500002166833",11/10/2015  21:50,,"LARCENY-THEFT","7XX N 59TH AVE","85043","APARTMENT"
"201500002166884",11/10/2015  22:00,,"LARCENY-THEFT","15XX W MARYLAND AVE","85015","PARKING LOT"
"201500002202591",11/10/2015  22:00,11/11/2015  09:00,"LARCENY-THEFT","158XX S 48TH ST","85048","PARKING LOT"
"201500002167768",11/10/2015  22:00,11/11/2015  03:45,"MOTOR VEHICLE THEFT","23XX W AVALON DR","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002167934",11/10/2015  22:00,11/11/2015  05:45,"MOTOR VEHICLE THEFT","82XX S 51ST DR","85339","SINGLE FAMILY HOUSE"
"201500002213858",11/10/2015  22:00,11/10/2015  23:00,"LARCENY-THEFT","38XX E WATKINS ST","85034","FENCED COMMERCIAL YARD"
"201580008420",11/10/2015  22:00,,"LARCENY-THEFT","40XX W PALOMINO RD","85019","PARKING LOT"
"201500002166940",11/10/2015  22:09,,"DRUG OFFENSE","80XX N 27TH AVE","85051","GAS / SERVICE STATION"
"201500002166950",11/10/2015  22:24,,"LARCENY-THEFT","16XX E HIGHLAND AVE","85016","PARKING LOT"
"201500002167804",11/10/2015  22:30,11/11/2015  04:20,"BURGLARY","16XX N 72ND LN","85035","SINGLE FAMILY HOUSE"
"201500002167313",11/10/2015  22:30,11/10/2015  23:00,"ROBBERY","21XX W NORTHERN AVE","85021","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002166980",11/10/2015  22:32,,"MOTOR VEHICLE THEFT","9XX W COLTER ST","85013","APARTMENT"
"201500002167062",11/10/2015  22:49,11/10/2015  22:49,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002167068",11/10/2015  22:51,11/10/2015  22:52,"ROBBERY","41XX N 27TH AVE","85017","CONVENIENCE MARKET / STORE"
"201500002183242",11/10/2015  23:00,11/12/2015  02:00,"AGGRAVATED ASSAULT","18XX E VIRGINIA AVE","85006","APARTMENT"
"201500002172253",11/10/2015  23:00,11/11/2015  19:18,"LARCENY-THEFT","82XX N 19TH AVE","85021","VEHICLE"
"201500002169049",11/10/2015  23:00,11/11/2015  10:52,"MOTOR VEHICLE THEFT","37XX W GRAND AVE","85019","PARKING LOT"
"201500002167172",11/10/2015  23:20,11/10/2015  23:20,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002170772",11/11/2015  00:00,11/11/2015  00:00,"BURGLARY","42XX W PASADENA AVE","85019","SINGLE FAMILY HOUSE"
"201500002169921",11/11/2015  00:01,11/11/2015  08:00,"LARCENY-THEFT","82XX N 19TH AVE","85021","VEHICLE"
"201500002209884",11/11/2015  00:01,11/12/2015  15:00,"BURGLARY","23XX W INDIAN SCHOOL RD","85015","OFFICE / COMMERCIAL BUILDING"
"201500002195349",11/11/2015  00:01,11/15/2015  10:12,"LARCENY-THEFT","34XX E CAMBRIDGE AVE","85008","SINGLE FAMILY HOUSE"
"201500002173746",11/11/2015  00:01,11/12/2015  01:00,"LARCENY-THEFT","2XX S 12TH AVE","85007","OTHER"
"201500002166920",11/11/2015  00:25,,"DRUG OFFENSE","33XX W CAMELBACK RD","85017","SCHOOL-COLLEGE/UNIVERSITY"
"201500002167393",11/11/2015  00:28,,"LARCENY-THEFT","74XX S 7TH AVE","85041","CONVENIENCE MARKET / STORE"
"201500002167407",11/11/2015  00:30,,"LARCENY-THEFT","29XX E INDIAN SCHOOL RD","85016","PARKING LOT"
"201500002171028",11/11/2015  01:00,,"LARCENY-THEFT","26XX W HOLLY ST","85009","FENCED COMMERCIAL YARD"
"201500002167517",11/11/2015  01:19,11/11/2015  01:19,"BURGLARY","51XX N CENTRAL AVE","85012","CONVENIENCE MARKET / STORE"
"201580008423",11/11/2015  02:00,,"LARCENY-THEFT","15XX E CORONADO RD","85006","SINGLE FAMILY HOUSING"
"201500002167450",11/11/2015  02:15,11/11/2015  00:48,"DRUG OFFENSE","33XX W CAMELBACK RD","85017","VEHICLE"
"201580008690",11/11/2015  02:15,,"LARCENY-THEFT","17XX E SIERRA VISTA DR","85016","SINGLE FAMILY HOUSING"
"201500002165372",11/11/2015  02:30,,"LARCENY-THEFT","55XX N 7TH ST","85014","RETAIL BUSINESS"
"201500002167815",11/11/2015  04:30,11/11/2015  04:40,"BURGLARY","18XX N 73RD DR","85035","FENCED RESIDENTIAL YARD"
"201500002170974",11/11/2015  06:50,11/11/2015  16:10,"BURGLARY","30XX E OSBORN RD","85016","SINGLE FAMILY HOUSE"
"201500002168218",11/11/2015  07:50,,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002170509",11/11/2015  08:00,11/11/2015  10:00,"BURGLARY","72XX N 7TH ST","85020","APARTMENT"
"201500002178835",11/11/2015  08:00,11/12/2015  16:30,"LARCENY-THEFT","5XX W JACKSON ST","85003","GOVERNMENT / PUBLIC BUILDING"
"201500002172460",11/11/2015  08:00,11/11/2015  15:30,"LARCENY-THEFT","96XX N 13TH ST","85020","APARTMENT"
"201500002170340",11/11/2015  08:00,11/11/2015  14:00,"BURGLARY","84XX W VIRGINIA AVE","85037","APARTMENT"
"201500002172904",11/11/2015  08:00,11/11/2015  21:00,"BURGLARY","11XX W KOWALSKY LN","85041","SINGLE FAMILY HOUSE"
